Filesystem: -yaffs2- Test: -file_append- Result: 429536 Byte
Failparam - Mean Erases: 1000, Erase-Deviation: 0, Mean Ionizing Dose: 0, Ionizing Dose Deviation: 0
"pagenumber","erases","writes","reads"
0,8,9,26
1,8,9,71
2,8,9,83
3,8,9,68
4,8,9,196
5,8,9,196
6,8,9,231
7,8,9,197
8,8,9,71
9,8,9,70
10,8,9,195
11,8,9,195
12,8,9,195
13,8,9,194
14,8,9,72
15,8,9,70
16,8,9,194
17,8,9,194
18,8,9,206
19,8,9,195
20,8,9,74
21,8,9,71
22,8,9,193
23,8,9,236
24,8,9,193
25,8,9,193
26,8,9,70
27,8,9,72
28,8,9,69
29,8,9,314
30,8,9,192
31,8,9,194
32,8,9,192
33,8,9,71
34,8,9,70
35,8,9,203
36,8,9,191
37,8,9,194
38,8,9,191
39,8,9,107
40,8,9,70
41,8,9,191
42,8,9,197
43,8,9,190
44,8,9,156
45,8,9,35
46,8,9,77
47,8,9,188
48,8,9,189
49,8,9,191
50,8,9,155
51,8,9,166
52,8,9,68
53,8,9,70
54,8,9,68
55,8,9,316
56,8,9,187
57,8,9,153
58,8,9,156
59,8,9,25
60,8,9,87
61,8,9,181
62,8,9,1
63,8,9,1
64,4,5,168
65,4,5,188
66,4,5,188
67,4,5,58
68,4,5,57
69,4,5,187
70,4,5,187
71,4,5,187
72,4,5,187
73,4,5,86
74,4,5,57
75,4,5,186
76,4,5,186
77,4,5,208
78,4,5,188
79,4,5,57
80,4,5,59
81,4,5,57
82,4,5,313
83,4,5,185
84,4,5,185
85,4,5,185
86,4,5,58
87,4,5,57
88,4,5,184
89,4,5,199
90,4,5,197
91,4,5,184
92,4,5,58
93,4,5,57
94,4,5,207
95,4,5,183
96,4,5,183
97,4,5,183
98,4,5,58
99,4,5,57
100,4,5,182
101,4,5,182
102,4,5,182
103,4,5,182
104,4,5,182
105,4,5,57
106,4,5,59
107,4,5,57
108,4,5,307
109,4,5,159
110,4,5,161
111,4,5,159
112,4,5,78
113,4,5,56
114,4,5,179
115,4,5,194
116,4,5,159
117,4,5,158
118,4,5,56
119,4,5,55
120,4,5,177
121,4,5,165
122,4,5,145
123,4,5,156
124,4,5,54
125,4,5,53
126,4,5,1
127,4,5,1
128,3,4,203
129,3,4,180
130,3,4,198
131,3,4,180
132,3,4,45
133,3,4,68
134,3,4,45
135,3,4,331
136,3,4,179
137,3,4,179
138,3,4,179
139,3,4,46
140,3,4,45
141,3,4,180
142,3,4,178
143,3,4,178
144,3,4,178
145,3,4,46
146,3,4,45
147,3,4,177
148,3,4,177
149,3,4,198
150,3,4,177
151,3,4,64
152,3,4,45
153,3,4,176
154,3,4,176
155,3,4,176
156,3,4,176
157,3,4,176
158,3,4,47
159,3,4,47
160,3,4,45
161,3,4,305
162,3,4,175
163,3,4,175
164,3,4,175
165,3,4,46
166,3,4,66
167,3,4,174
168,3,4,192
169,3,4,174
170,3,4,174
171,3,4,46
172,3,4,45
173,3,4,153
174,3,4,152
175,3,4,172
176,3,4,172
177,3,4,45
178,3,4,44
179,3,4,152
180,3,4,151
181,3,4,170
182,3,4,170
183,3,4,43
184,3,4,45
185,3,4,25
186,3,4,276
187,3,4,168
188,3,4,166
189,3,4,168
190,3,4,1
191,3,4,1
192,4,5,61
193,4,5,56
194,4,5,165
195,4,5,171
196,4,5,171
197,4,5,198
198,4,5,57
199,4,5,56
200,4,5,173
201,4,5,170
202,4,5,170
203,4,5,170
204,4,5,170
205,4,5,57
206,4,5,71
207,4,5,169
208,4,5,169
209,4,5,169
210,4,5,169
211,4,5,62
212,4,5,58
213,4,5,56
214,4,5,307
215,4,5,168
216,4,5,171
217,4,5,168
218,4,5,57
219,4,5,56
220,4,5,167
221,4,5,167
222,4,5,182
223,4,5,167
224,4,5,57
225,4,5,56
226,4,5,166
227,4,5,166
228,4,5,172
229,4,5,166
230,4,5,84
231,4,5,56
232,4,5,165
233,4,5,165
234,4,5,165
235,4,5,165
236,4,5,45
237,4,5,31
238,4,5,55
239,4,5,271
240,4,5,169
241,4,5,163
242,4,5,140
243,4,5,32
244,4,5,29
245,4,5,186
246,4,5,161
247,4,5,161
248,4,5,161
249,4,5,31
250,4,5,24
251,4,5,153
252,4,5,158
253,4,5,155
254,4,5,1
255,4,5,1
256,9,10,158
