Filesystem: -yaffs1- Test: -maxFiles- Result: 447 Files
Failparam - Mean Erases: 1000, Erase-Deviation: 0, Mean Ionizing Dose: 0, Ionizing Dose Deviation: 0
"pagenumber","erases","writes","reads"
0,5,11,8
1,5,7,6
2,5,6,5
3,5,6,5
4,5,7,5
5,5,7,5
6,5,6,5
7,5,6,5
8,5,7,5
9,5,7,5
10,5,6,5
11,5,6,5
12,5,7,5
13,5,7,5
14,5,6,5
15,5,6,5
16,5,7,5
17,5,7,5
18,5,6,5
19,5,6,5
20,5,7,5
21,5,7,5
22,5,6,5
23,5,6,5
24,5,7,5
25,5,7,5
26,5,6,5
27,5,6,5
28,5,7,5
29,5,7,5
30,5,6,5
31,5,6,5
32,5,7,5
33,5,8,5
34,5,6,5
35,5,6,5
36,5,8,5
37,5,8,5
38,5,6,5
39,5,6,5
40,5,8,5
41,5,8,5
42,5,6,5
43,5,6,5
44,5,8,5
45,5,8,5
46,5,6,5
47,5,6,5
48,5,8,5
49,5,9,5
50,5,6,5
51,5,6,5
52,5,9,5
53,5,9,5
54,5,6,5
55,5,6,5
56,5,9,5
57,5,10,5
58,5,6,5
59,5,6,5
60,5,10,5
61,5,11,5
62,5,6,5
63,5,6,5
64,16,25,19
65,16,18,17
66,16,18,16
67,16,17,16
68,16,18,16
69,16,18,16
70,16,17,16
71,16,17,16
72,16,18,16
73,16,19,16
74,16,17,16
75,16,17,16
76,16,18,16
77,16,18,16
78,16,17,16
79,16,17,16
80,16,18,16
81,16,19,16
82,16,17,16
83,16,17,16
84,16,18,16
85,16,18,16
86,16,17,16
87,16,17,16
88,16,18,16
89,16,19,16
90,16,17,16
91,16,17,16
92,16,18,16
93,16,18,16
94,16,17,16
95,16,17,16
96,16,18,16
97,16,20,16
98,16,17,16
99,16,17,16
100,16,19,16
101,16,19,16
102,16,17,16
103,16,17,16
104,16,19,16
105,16,20,16
106,16,17,16
107,16,17,16
108,16,19,16
109,16,19,16
110,16,17,16
111,16,17,16
112,16,19,16
113,16,21,16
114,16,17,16
115,16,17,16
116,16,20,16
117,16,20,16
118,16,17,16
119,16,17,16
120,16,20,16
121,16,22,16
122,16,17,16
123,16,17,16
124,16,21,16
125,16,22,16
126,16,17,16
127,16,20,16
128,5,11,8
129,5,7,6
130,5,6,5
131,5,6,5
132,5,7,5
133,5,7,5
134,5,6,5
135,5,6,5
136,5,7,5
137,5,7,5
138,5,6,5
139,5,6,5
140,5,7,5
141,5,7,5
142,5,6,5
143,5,6,5
144,5,7,5
145,5,7,5
146,5,6,5
147,5,6,5
148,5,7,5
149,5,7,5
150,5,6,5
151,5,6,5
152,5,7,5
153,5,7,5
154,5,6,5
155,5,6,5
156,5,7,5
157,5,7,5
158,5,6,5
159,5,6,5
160,5,7,5
161,5,8,5
162,5,6,5
163,5,6,5
164,5,8,5
165,5,8,5
166,5,6,5
167,5,6,5
168,5,8,5
169,5,8,5
170,5,6,5
171,5,6,5
172,5,8,5
173,5,8,5
174,5,6,5
175,5,6,5
176,5,8,5
177,5,9,5
178,5,6,5
179,5,6,5
180,5,9,5
181,5,9,5
182,5,6,5
183,5,6,5
184,5,9,5
185,5,10,5
186,5,6,5
187,5,6,5
188,5,10,5
189,5,11,5
190,5,6,5
191,5,6,5
192,6,13,9
193,6,8,7
194,6,7,6
195,6,7,6
196,6,8,6
197,6,8,6
198,6,7,6
199,6,7,6
200,6,8,6
201,6,8,6
202,6,7,6
203,6,7,6
204,6,8,6
205,6,8,6
206,6,7,6
207,6,7,6
208,6,8,6
209,6,8,6
210,6,7,6
211,6,7,6
212,6,8,6
213,6,8,6
214,6,7,6
215,6,7,6
216,6,8,6
217,6,8,6
218,6,7,6
219,6,7,6
220,6,8,6
221,6,8,6
222,6,7,6
223,6,7,6
224,6,8,6
225,6,9,6
226,6,7,6
227,6,7,6
228,6,9,6
229,6,9,6
230,6,7,6
231,6,7,6
232,6,9,6
233,6,9,6
234,6,7,6
235,6,7,6
236,6,9,6
237,6,9,6
238,6,7,6
239,6,7,6
240,6,9,6
241,6,10,6
242,6,7,6
243,6,7,6
244,6,10,6
245,6,10,6
246,6,7,6
247,6,7,6
248,6,10,6
249,6,11,6
250,6,7,6
251,6,7,6
252,6,11,6
253,6,12,6
254,6,7,6
255,6,8,6
256,5,11,8
257,5,7,6
258,5,6,5
259,5,6,5
260,5,7,5
261,5,7,5
262,5,6,5
263,5,6,5
264,5,7,5
265,5,7,5
266,5,6,5
267,5,6,5
268,5,7,5
269,5,7,5
270,5,6,5
271,5,6,5
272,5,7,5
273,5,7,5
274,5,6,5
275,5,6,5
276,5,7,5
277,5,7,5
278,5,6,5
279,5,6,5
280,5,7,5
281,5,7,5
282,5,6,5
283,5,6,5
284,5,7,5
285,5,7,5
286,5,6,5
287,5,6,5
288,5,7,5
289,5,8,5
290,5,6,5
291,5,6,5
292,5,8,5
293,5,8,5
294,5,6,5
295,5,6,5
296,5,8,5
297,5,8,5
298,5,6,5
299,5,6,5
300,5,8,5
301,5,8,5
302,5,6,5
303,5,6,5
304,5,8,5
305,5,9,5
306,5,6,5
307,5,6,5
308,5,9,5
309,5,9,5
310,5,6,5
311,5,6,5
312,5,9,5
313,5,10,5
314,5,6,5
315,5,6,5
316,5,10,5
317,5,11,5
318,5,6,5
319,5,6,5
320,7,15,10
321,7,9,8
322,7,8,7
323,7,8,7
324,7,9,7
325,7,9,7
326,7,8,7
327,7,8,7
328,7,9,7
329,7,9,7
330,7,8,7
331,7,8,7
332,7,9,7
333,7,9,7
334,7,8,7
335,7,8,7
336,7,9,7
337,7,9,7
338,7,8,7
339,7,8,7
340,7,9,7
341,7,9,7
342,7,8,7
343,7,8,7
344,7,9,7
345,7,9,7
346,7,8,7
347,7,8,7
348,7,9,7
349,7,9,7
350,7,8,7
351,7,8,7
352,7,9,7
353,7,10,7
354,7,8,7
355,7,8,7
356,7,10,7
357,7,10,7
358,7,8,7
359,7,8,7
360,7,10,7
361,7,10,7
362,7,8,7
363,7,8,7
364,7,10,7
365,7,10,7
366,7,8,7
367,7,8,7
368,7,10,7
369,7,11,7
370,7,8,7
371,7,8,7
372,7,11,7
373,7,11,7
374,7,8,7
375,7,8,7
376,7,11,7
377,7,12,7
378,7,8,7
379,7,8,7
380,7,12,7
381,7,13,7
382,7,8,7
383,7,10,7
384,5,11,8
385,5,7,6
386,5,6,5
387,5,6,5
388,5,7,5
